Date,Store ID,Product ID,Product Name,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-09-12,S001,P0002,LEGO City Set,Toys,South,106,55,47,51,63.0,15,Rainy,0,66.86,Autumn
2023-09-13,S001,P0002,LEGO City Set,Toys,South,148,49,61,51,63.0,0,Sunny,0,57.48,Autumn
2023-09-14,S001,P0002,LEGO City Set,Toys,South,102,51,62,49,63.0,0,Sunny,0,62.36,Autumn
2023-09-15,S001,P0002,LEGO City Set,Toys,South,119,41,37,42,63.0,0,Cloudy,0,69.0,Autumn
2023-09-16,S001,P0002,LEGO City Set,Toys,South,85,44,35,42,63.0,5,Sunny,0,58.63,Autumn
2023-09-17,S001,P0002,LEGO City Set,Toys,South,169,46,53,43,63.0,0,Windy,0,59.92,Autumn
2023-09-18,S001,P0002,LEGO City Set,Toys,South,90,57,70,60,63.0,20,Rainy,0,57.55,Autumn
2023-09-19,S001,P0002,LEGO City Set,Toys,South,152,62,81,62,63.0,0,Rainy,0,66.57,Autumn
2023-09-20,S001,P0002,LEGO City Set,Toys,South,164,61,67,63,63.0,10,Rainy,0,60.02,Autumn
2023-09-21,S001,P0002,LEGO City Set,Toys,South,71,46,42,48,63.0,15,Cloudy,0,58.59,Autumn
2023-09-22,S001,P0002,LEGO City Set,Toys,South,138,49,64,44,63.0,0,Cloudy,0,57.08,Autumn
2023-09-23,S001,P0002,LEGO City Set,Toys,South,171,44,42,48,63.0,0,Rainy,0,60.27,Autumn
2023-09-24,S001,P0002,LEGO City Set,Toys,South,163,51,56,50,63.0,10,Windy,0,66.98,Autumn
2023-09-25,S001,P0002,LEGO City Set,Toys,South,230,68,95,67,63.0,10,Sunny,0,67.57,Autumn
2023-09-26,S001,P0002,LEGO City Set,Toys,South,102,64,66,68,63.0,0,Windy,0,60.34,Autumn
2023-09-27,S001,P0002,LEGO City Set,Toys,South,85,56,56,57,63.0,10,Windy,0,68.0,Autumn
2023-09-28,S001,P0002,LEGO City Set,Toys,South,184,49,45,53,63.0,0,Sunny,0,64.32,Autumn
2023-09-29,S001,P0002,LEGO City Set,Toys,South,81,49,41,49,63.0,0,Rainy,0,61.78,Autumn
2023-09-30,S001,P0002,LEGO City Set,Toys,South,154,52,58,53,63.0,0,Windy,0,62.64,Autumn
2023-10-01,S001,P0002,LEGO City Set,Toys,South,203,51,51,46,63.0,10,Sunny,0,63.67,Autumn
2023-10-02,S001,P0002,LEGO City Set,Toys,South,238,62,72,62,63.0,0,Sunny,0,66.76,Autumn
2023-10-03,S001,P0002,LEGO City Set,Toys,South,230,65,52,66,63.0,0,Cloudy,0,66.63,Autumn
2023-10-04,S001,P0002,LEGO City Set,Toys,South,137,55,71,55,63.0,15,Windy,0,64.49,Autumn
2023-10-05,S001,P0002,LEGO City Set,Toys,South,102,51,57,46,63.0,0,Sunny,0,67.28,Autumn
2023-10-06,S001,P0002,LEGO City Set,Toys,South,80,46,62,42,63.0,15,Rainy,0,62.67,Autumn
2023-10-07,S001,P0002,LEGO City Set,Toys,South,87,52,42,47,63.0,10,Windy,0,66.93,Autumn
2023-10-08,S001,P0002,LEGO City Set,Toys,South,110,61,69,57,63.0,0,Rainy,0,65.9,Autumn
2023-10-09,S001,P0002,LEGO City Set,Toys,South,215,63,83,63,63.0,15,Cloudy,0,59.0,Autumn
2023-10-10,S001,P0002,LEGO City Set,Toys,South,204,65,54,70,63.0,0,Windy,0,65.41,Autumn
2023-10-11,S001,P0002,LEGO City Set,Toys,South,146,64,69,67,63.0,20,Rainy,0,63.53,Autumn
2023-10-12,S001,P0002,LEGO City Set,Toys,South,197,50,62,46,63.0,5,Sunny,0,62.69,Autumn
2023-10-13,S001,P0002,LEGO City Set,Toys,South,91,49,51,46,63.0,5,Windy,0,63.15,Autumn
2023-10-14,S001,P0002,LEGO City Set,Toys,South,145,49,44,51,63.0,0,Sunny,0,59.16,Autumn
2023-10-15,S001,P0002,LEGO City Set,Toys,South,84,54,60,52,63.0,15,Cloudy,0,62.64,Autumn
2023-10-16,S001,P0002,LEGO City Set,Toys,South,231,61,59,56,63.0,10,Sunny,0,65.77,Autumn
2023-10-17,S001,P0002,LEGO City Set,Toys,South,150,75,94,75,63.0,5,Sunny,0,61.23,Autumn
2023-10-18,S001,P0002,LEGO City Set,Toys,South,120,62,77,57,63.0,0,Rainy,0,66.51,Autumn
2023-10-19,S001,P0002,LEGO City Set,Toys,South,201,60,48,57,63.0,10,Windy,0,64.2,Autumn
2023-10-20,S001,P0002,LEGO City Set,Toys,South,114,47,62,43,63.0,15,Cloudy,0,61.38,Autumn
2023-10-21,S001,P0002,LEGO City Set,Toys,South,174,52,46,49,63.0,0,Windy,0,63.44,Autumn
2023-10-22,S001,P0002,LEGO City Set,Toys,South,103,69,76,66,63.0,0,Windy,0,58.97,Autumn
2023-10-23,S001,P0002,LEGO City Set,Toys,South,130,63,72,61,63.0,5,Rainy,0,58.44,Autumn
2023-10-24,S001,P0002,LEGO City Set,Toys,South,96,61,60,65,63.0,0,Sunny,0,67.18,Autumn
2023-10-25,S001,P0002,LEGO City Set,Toys,South,205,70,79,74,63.0,0,Cloudy,0,60.43,Autumn
2023-10-26,S001,P0002,LEGO City Set,Toys,South,83,52,51,55,63.0,0,Sunny,0,68.19,Autumn
2023-10-27,S001,P0002,LEGO City Set,Toys,South,132,50,51,49,63.0,0,Cloudy,0,56.96,Autumn
2023-10-28,S001,P0002,LEGO City Set,Toys,South,196,50,59,51,63.0,10,Rainy,0,63.35,Autumn
2023-10-29,S001,P0002,LEGO City Set,Toys,South,116,62,71,56,63.0,0,Rainy,0,62.0,Autumn
2023-10-30,S001,P0002,LEGO City Set,Toys,South,150,65,89,60,63.0,0,Windy,0,58.61,Autumn
2023-10-31,S001,P0002,LEGO City Set,Toys,South,223,71,99,67,63.0,0,Sunny,0,60.21,Autumn
2023-11-01,S001,P0002,LEGO City Set,Toys,South,108,68,74,70,63.0,5,Windy,0,63.46,Autumn
2023-11-02,S001,P0002,LEGO City Set,Toys,South,189,53,73,52,63.0,0,Windy,0,66.66,Autumn
2023-11-03,S001,P0002,LEGO City Set,Toys,South,179,49,47,51,63.0,0,Rainy,0,58.11,Autumn
2023-11-04,S001,P0002,LEGO City Set,Toys,South,147,52,57,55,63.0,0,Sunny,0,58.05,Autumn
2023-11-05,S001,P0002,LEGO City Set,Toys,South,134,56,60,55,63.0,0,Windy,0,67.49,Autumn
2023-11-06,S001,P0002,LEGO City Set,Toys,South,108,70,75,71,63.0,10,Windy,0,58.35,Autumn
2023-11-07,S001,P0002,LEGO City Set,Toys,South,189,75,68,78,63.0,0,Cloudy,0,60.75,Autumn
2023-11-08,S001,P0002,LEGO City Set,Toys,South,184,66,87,61,63.0,5,Rainy,0,60.48,Autumn
2023-11-09,S001,P0002,LEGO City Set,Toys,South,130,58,72,55,63.0,0,Sunny,0,57.77,Autumn
2023-11-10,S001,P0002,LEGO City Set,Toys,South,181,53,69,55,63.0,0,Sunny,0,65.82,Autumn
2023-11-11,S001,P0002,LEGO City Set,Toys,South,110,53,59,55,63.0,5,Rainy,0,60.7,Autumn
2023-11-12,S001,P0002,LEGO City Set,Toys,South,183,68,74,62,63.0,5,Sunny,0,67.61,Autumn
2023-11-13,S001,P0002,LEGO City Set,Toys,South,195,81,67,73,63.0,0,Rainy,0,69.17,Autumn
2023-11-14,S001,P0002,LEGO City Set,Toys,South,176,74,71,81,63.0,0,Sunny,0,65.84,Autumn
2023-11-15,S001,P0002,LEGO City Set,Toys,South,122,73,88,65,63.0,0,Cloudy,0,65.21,Autumn
2023-11-16,S001,P0002,LEGO City Set,Toys,South,198,59,74,61,63.0,0,Cloudy,0,65.57,Autumn
2023-11-17,S001,P0002,LEGO City Set,Toys,South,117,56,54,59,63.0,20,Sunny,0,58.72,Autumn
2023-11-18,S001,P0002,LEGO City Set,Toys,South,213,63,51,63,63.0,5,Windy,0,60.52,Autumn
2023-11-19,S001,P0002,LEGO City Set,Toys,South,131,69,70,73,63.0,15,Rainy,0,59.1,Autumn
2023-11-20,S001,P0002,LEGO City Set,Toys,South,113,67,73,61,63.0,10,Rainy,0,66.66,Autumn
2023-11-21,S001,P0002,LEGO City Set,Toys,South,320,81,97,85,63.0,10,Rainy,0,63.07,Autumn
2023-11-22,S001,P0002,LEGO City Set,Toys,South,245,79,105,74,63.0,15,Windy,0,65.9,Autumn
2023-11-23,S001,P0002,LEGO City Set,Toys,South,123,61,84,60,63.0,0,Cloudy,0,58.99,Autumn
2023-11-24,S001,P0002,LEGO City Set,Toys,South,241,97,113,105,63.0,0,Rainy,1,64.91,Autumn
2023-11-25,S001,P0002,LEGO City Set,Toys,South,188,82,107,77,63.0,5,Windy,1,58.04,Autumn
2023-11-26,S001,P0002,LEGO City Set,Toys,South,314,86,84,89,63.0,20,Rainy,1,60.77,Autumn
2023-11-27,S001,P0002,LEGO City Set,Toys,South,239,130,146,128,63.0,0,Cloudy,1,63.15,Autumn
2023-11-28,S001,P0002,LEGO City Set,Toys,South,446,116,137,125,63.0,0,Rainy,1,64.55,Autumn
2023-11-29,S001,P0002,LEGO City Set,Toys,South,267,115,105,109,63.0,10,Sunny,1,60.14,Autumn
2023-11-30,S001,P0002,LEGO City Set,Toys,South,162,70,67,72,63.0,0,Windy,0,60.99,Autumn
2023-12-01,S001,P0002,LEGO City Set,Toys,South,96,50,46,47,63.0,5,Sunny,0,56.71,Winter
2023-12-02,S001,P0002,LEGO City Set,Toys,South,87,55,53,60,63.0,0,Rainy,0,59.41,Winter
2023-12-03,S001,P0002,LEGO City Set,Toys,South,172,65,84,68,63.0,0,Windy,0,58.29,Winter
2023-12-04,S001,P0002,LEGO City Set,Toys,South,203,80,105,86,63.0,0,Sunny,0,63.94,Winter
2023-12-05,S001,P0002,LEGO City Set,Toys,South,260,81,109,80,63.0,0,Sunny,0,57.75,Winter
2023-12-06,S001,P0002,LEGO City Set,Toys,South,211,84,108,81,63.0,5,Cloudy,0,60.15,Winter
2023-12-07,S001,P0002,LEGO City Set,Toys,South,158,70,57,66,63.0,0,Windy,0,65.02,Winter
2023-12-08,S001,P0002,LEGO City Set,Toys,South,108,61,53,55,63.0,0,Windy,0,68.6,Winter
2023-12-09,S001,P0002,LEGO City Set,Toys,South,210,62,77,68,63.0,0,Windy,0,61.08,Winter
2023-12-10,S001,P0002,LEGO City Set,Toys,South,194,74,97,77,63.0,0,Sunny,0,59.78,Winter
2023-12-11,S001,P0002,LEGO City Set,Toys,South,279,77,80,79,63.0,10,Cloudy,0,61.74,Winter
2023-12-12,S001,P0002,LEGO City Set,Toys,South,253,90,113,98,63.0,0,Windy,0,61.01,Winter
2023-12-13,S001,P0002,LEGO City Set,Toys,South,132,72,70,66,63.0,0,Cloudy,0,62.09,Winter
2023-12-14,S001,P0002,LEGO City Set,Toys,South,167,71,90,67,63.0,0,Cloudy,0,68.05,Winter
2023-12-15,S001,P0002,LEGO City Set,Toys,South,128,65,65,66,63.0,5,Rainy,0,63.08,Winter
2023-12-16,S001,P0002,LEGO City Set,Toys,South,167,64,72,61,63.0,0,Windy,0,57.58,Winter
2023-12-17,S001,P0002,LEGO City Set,Toys,South,256,73,69,74,63.0,0,Rainy,0,61.87,Winter
2023-12-18,S001,P0002,LEGO City Set,Toys,South,325,86,86,81,63.0,0,Windy,0,66.1,Winter
2023-12-19,S001,P0002,LEGO City Set,Toys,South,113,70,61,71,63.0,5,Windy,0,59.34,Winter
2023-12-20,S001,P0002,LEGO City Set,Toys,South,606,176,170,160,63.0,0,Sunny,1,62.28,Winter
2023-12-21,S001,P0002,LEGO City Set,Toys,South,440,120,103,112,63.0,5,Sunny,1,63.38,Winter
2023-12-22,S001,P0002,LEGO City Set,Toys,South,346,128,173,129,63.0,0,Cloudy,1,69.17,Winter
2023-12-23,S001,P0002,LEGO City Set,Toys,South,402,105,115,105,63.0,0,Cloudy,1,68.32,Winter
2023-12-24,S001,P0002,LEGO City Set,Toys,South,391,151,145,155,63.0,5,Sunny,1,59.4,Winter
2023-12-25,S001,P0002,LEGO City Set,Toys,South,538,173,179,155,63.0,10,Rainy,1,62.33,Winter
2023-12-26,S001,P0002,LEGO City Set,Toys,South,310,184,194,168,63.0,0,Windy,1,64.96,Winter
2023-12-27,S001,P0002,LEGO City Set,Toys,South,623,156,210,158,63.0,0,Cloudy,1,68.88,Winter
2023-12-28,S001,P0002,LEGO City Set,Toys,South,314,137,171,127,63.0,15,Sunny,1,62.89,Winter
2023-12-29,S001,P0002,LEGO City Set,Toys,South,242,111,152,106,63.0,0,Rainy,1,58.99,Winter
2023-12-30,S001,P0002,LEGO City Set,Toys,South,375,139,181,146,63.0,0,Rainy,1,59.33,Winter
2023-12-31,S001,P0002,LEGO City Set,Toys,South,382,144,185,150,63.0,0,Cloudy,1,61.85,Winter
2023-01-01,S001,P0003,Play-Doh Bundle,Toys,West,130,50,50,52,27.99,20,Sunny,0,26.63,Winter
2023-01-02,S001,P0003,Play-Doh Bundle,Toys,West,123,64,68,59,27.99,0,Rainy,0,25.3,Winter
2023-01-03,S001,P0003,Play-Doh Bundle,Toys,West,240,63,53,57,27.99,0,Windy,0,26.56,Winter
2023-01-04,S001,P0003,Play-Doh Bundle,Toys,West,215,57,59,56,27.99,20,Cloudy,0,27.29,Winter
2023-01-05,S001,P0003,Play-Doh Bundle,Toys,West,102,46,40,42,27.99,0,Cloudy,0,25.74,Winter
2023-01-06,S001,P0003,Play-Doh Bundle,Toys,West,116,43,45,39,27.99,0,Rainy,0,25.22,Winter
2023-01-07,S001,P0003,Play-Doh Bundle,Toys,West,96,46,58,49,27.99,0,Sunny,0,27.46,Winter
2023-01-08,S001,P0003,Play-Doh Bundle,Toys,West,168,55,50,50,27.99,10,Cloudy,0,27.64,Winter
2023-01-09,S001,P0003,Play-Doh Bundle,Toys,West,110,60,58,57,27.99,5,Windy,0,27.77,Winter
2023-01-10,S001,P0003,Play-Doh Bundle,Toys,West,185,67,61,61,27.99,5,Cloudy,0,29.79,Winter
2023-01-11,S001,P0003,Play-Doh Bundle,Toys,West,94,57,54,60,27.99,0,Cloudy,0,30.09,Winter
2023-01-12,S001,P0003,Play-Doh Bundle,Toys,West,132,52,54,48,27.99,5,Windy,0,28.83,Winter
2023-01-13,S001,P0003,Play-Doh Bundle,Toys,West,81,43,57,41,27.99,5,Cloudy,0,27.03,Winter
2023-01-14,S001,P0003,Play-Doh Bundle,Toys,West,151,40,43,43,27.99,15,Sunny,0,30.09,Winter
2023-01-15,S001,P0003,Play-Doh Bundle,Toys,West,200,55,56,57,27.99,10,Windy,0,29.22,Winter
2023-01-16,S001,P0003,Play-Doh Bundle,Toys,West,213,64,87,61,27.99,0,Rainy,0,30.71,Winter
2023-01-17,S001,P0003,Play-Doh Bundle,Toys,West,131,66,57,69,27.99,0,Rainy,0,26.91,Winter
2023-01-18,S001,P0003,Play-Doh Bundle,Toys,West,139,60,64,64,27.99,5,Rainy,0,28.93,Winter
2023-01-19,S001,P0003,Play-Doh Bundle,Toys,West,144,49,68,46,27.99,10,Cloudy,0,25.71,Winter
2023-01-20,S001,P0003,Play-Doh Bundle,Toys,West,127,42,51,40,27.99,5,Cloudy,0,25.26,Winter
2023-01-21,S001,P0003,Play-Doh Bundle,Toys,West,191,48,46,44,27.99,5,Windy,0,27.57,Winter
2023-01-22,S001,P0003,Play-Doh Bundle,Toys,West,132,56,66,54,27.99,0,Cloudy,0,27.41,Winter
2023-01-23,S001,P0003,Play-Doh Bundle,Toys,West,227,60,62,57,27.99,0,Cloudy,0,28.74,Winter
2023-01-24,S001,P0003,Play-Doh Bundle,Toys,West,110,69,61,64,27.99,15,Sunny,0,28.56,Winter
2023-01-25,S001,P0003,Play-Doh Bundle,Toys,West,142,55,55,57,27.99,15,Cloudy,0,26.57,Winter
2023-01-26,S001,P0003,Play-Doh Bundle,Toys,West,114,48,60,49,27.99,0,Rainy,0,28.92,Winter
2023-01-27,S001,P0003,Play-Doh Bundle,Toys,West,109,50,50,45,27.99,10,Rainy,0,28.45,Winter
2023-01-28,S001,P0003,Play-Doh Bundle,Toys,West,83,50,61,52,27.99,0,Windy,0,28.92,Winter
2023-01-29,S001,P0003,Play-Doh Bundle,Toys,West,200,53,66,54,27.99,0,Rainy,0,30.25,Winter
2023-01-30,S001,P0003,Play-Doh Bundle,Toys,West,191,64,67,62,27.99,15,Rainy,0,29.78,Winter
2023-01-31,S001,P0003,Play-Doh Bundle,Toys,West,110,65,57,70,27.99,5,Cloudy,0,30.52,Winter
2023-02-01,S001,P0003,Play-Doh Bundle,Toys,West,166,48,62,46,27.99,0,Windy,0,26.0,Winter
2023-02-02,S001,P0003,Play-Doh Bundle,Toys,West,75,48,55,49,27.99,20,Rainy,0,26.62,Winter
2023-02-03,S001,P0003,Play-Doh Bundle,Toys,West,91,45,58,42,27.99,10,Rainy,0,29.09,Winter
2023-02-04,S001,P0003,Play-Doh Bundle,Toys,West,90,46,43,48,27.99,10,Rainy,0,26.26,Winter
2023-02-05,S001,P0003,Play-Doh Bundle,Toys,West,214,56,63,54,27.99,0,Sunny,0,30.67,Winter
2023-02-06,S001,P0003,Play-Doh Bundle,Toys,West,175,68,71,65,27.99,0,Cloudy,0,29.04,Winter
2023-02-07,S001,P0003,Play-Doh Bundle,Toys,West,205,64,58,62,27.99,0,Cloudy,0,26.01,Winter
2023-02-08,S001,P0003,Play-Doh Bundle,Toys,West,182,55,55,51,27.99,5,Windy,0,29.77,Winter
2023-02-09,S001,P0003,Play-Doh Bundle,Toys,West,178,52,51,48,27.99,0,Sunny,0,29.26,Winter
2023-02-10,S001,P0003,Play-Doh Bundle,Toys,West,71,45,61,41,27.99,0,Sunny,0,27.35,Winter
2023-02-11,S001,P0003,Play-Doh Bundle,Toys,West,162,47,37,51,27.99,0,Cloudy,0,28.81,Winter
2023-02-12,S001,P0003,Play-Doh Bundle,Toys,West,191,54,73,55,27.99,20,Sunny,0,27.67,Winter
2023-02-13,S001,P0003,Play-Doh Bundle,Toys,West,187,73,90,67,27.99,5,Cloudy,0,29.84,Winter
2023-02-14,S001,P0003,Play-Doh Bundle,Toys,West,212,55,49,50,27.99,0,Cloudy,0,29.77,Winter
2023-02-15,S001,P0003,Play-Doh Bundle,Toys,West,226,58,55,61,27.99,10,Windy,0,27.16,Winter
2023-02-16,S001,P0003,Play-Doh Bundle,Toys,West,133,51,40,51,27.99,5,Rainy,0,26.17,Winter
2023-02-17,S001,P0003,Play-Doh Bundle,Toys,West,121,43,38,44,27.99,15,Rainy,0,26.27,Winter
2023-02-18,S001,P0003,Play-Doh Bundle,Toys,West,163,51,44,46,27.99,0,Windy,0,25.5,Winter
2023-02-19,S001,P0003,Play-Doh Bundle,Toys,West,205,59,52,59,27.99,10,Rainy,0,25.73,Winter
2023-02-20,S001,P0003,Play-Doh Bundle,Toys,West,104,63,86,59,27.99,5,Windy,0,25.91,Winter
2023-02-21,S001,P0003,Play-Doh Bundle,Toys,West,168,64,73,70,27.99,0,Rainy,0,25.34,Winter
2023-02-22,S001,P0003,Play-Doh Bundle,Toys,West,142,60,61,64,27.99,0,Cloudy,0,30.12,Winter
2023-02-23,S001,P0003,Play-Doh Bundle,Toys,West,129,51,63,49,27.99,0,Windy,0,28.9,Winter
2023-02-24,S001,P0003,Play-Doh Bundle,Toys,West,106,46,60,43,27.99,0,Windy,0,26.91,Winter
2023-02-25,S001,P0003,Play-Doh Bundle,Toys,West,100,47,42,47,27.99,0,Windy,0,25.82,Winter
2023-02-26,S001,P0003,Play-Doh Bundle,Toys,West,210,57,57,53,27.99,5,Cloudy,0,29.59,Winter
2023-02-27,S001,P0003,Play-Doh Bundle,Toys,West,117,67,75,66,27.99,5,Cloudy,0,27.02,Winter
2023-02-28,S001,P0003,Play-Doh Bundle,Toys,West,237,60,54,56,27.99,0,Cloudy,0,28.38,Winter
2023-03-01,S001,P0003,Play-Doh Bundle,Toys,West,118,56,59,57,27.99,0,Sunny,0,26.77,Spring
2023-03-02,S001,P0003,Play-Doh Bundle,Toys,West,101,45,41,49,27.99,15,Windy,0,27.11,Spring
2023-03-03,S001,P0003,Play-Doh Bundle,Toys,West,137,49,49,52,27.99,10,Windy,0,29.4,Spring
2023-03-04,S001,P0003,Play-Doh Bundle,Toys,West,147,49,50,44,27.99,0,Sunny,0,28.27,Spring
2023-03-05,S001,P0003,Play-Doh Bundle,Toys,West,170,57,64,54,27.99,5,Windy,0,30.63,Spring
2023-03-06,S001,P0003,Play-Doh Bundle,Toys,West,181,57,61,54,27.99,5,Windy,0,27.15,Spring
2023-03-07,S001,P0003,Play-Doh Bundle,Toys,West,230,73,96,70,27.99,0,Sunny,0,27.05,Spring
2023-03-08,S001,P0003,Play-Doh Bundle,Toys,West,106,57,77,55,27.99,5,Rainy,0,26.17,Spring
2023-03-09,S001,P0003,Play-Doh Bundle,Toys,West,110,52,62,48,27.99,15,Sunny,0,26.28,Spring
2023-03-10,S001,P0003,Play-Doh Bundle,Toys,West,89,48,38,48,27.99,15,Cloudy,0,27.02,Spring
2023-03-11,S001,P0003,Play-Doh Bundle,Toys,West,174,44,53,47,27.99,0,Windy,0,29.4,Spring
2023-03-12,S001,P0003,Play-Doh Bundle,Toys,West,130,53,52,55,27.99,5,Rainy,0,30.51,Spring
2023-03-13,S001,P0003,Play-Doh Bundle,Toys,West,143,64,69,65,27.99,5,Rainy,0,27.58,Spring
2023-03-14,S001,P0003,Play-Doh Bundle,Toys,West,230,78,62,79,27.99,10,Sunny,0,30.31,Spring
2023-03-15,S001,P0003,Play-Doh Bundle,Toys,West,179,61,66,61,27.99,0,Rainy,0,25.57,Spring
2023-03-16,S001,P0003,Play-Doh Bundle,Toys,West,211,56,63,56,27.99,15,Sunny,0,28.54,Spring
2023-03-17,S001,P0003,Play-Doh Bundle,Toys,West,160,49,40,51,27.99,0,Sunny,0,26.8,Spring
2023-03-18,S001,P0003,Play-Doh Bundle,Toys,West,147,48,44,47,27.99,5,Sunny,0,28.58,Spring
2023-03-19,S001,P0003,Play-Doh Bundle,Toys,West,132,51,50,52,27.99,0,Windy,0,28.63,Spring
2023-03-20,S001,P0003,Play-Doh Bundle,Toys,West,202,67,83,70,27.99,0,Sunny,0,26.89,Spring
2023-03-21,S001,P0003,Play-Doh Bundle,Toys,West,111,57,59,52,27.99,0,Sunny,0,25.82,Spring
2023-03-22,S001,P0003,Play-Doh Bundle,Toys,West,140,65,79,59,27.99,5,Sunny,0,27.38,Spring
2023-03-23,S001,P0003,Play-Doh Bundle,Toys,West,176,51,52,52,27.99,10,Rainy,0,26.46,Spring
2023-03-24,S001,P0003,Play-Doh Bundle,Toys,West,63,37,39,34,27.99,5,Windy,0,27.68,Spring
2023-03-25,S001,P0003,Play-Doh Bundle,Toys,West,110,46,44,43,27.99,5,Windy,0,30.3,Spring
2023-03-26,S001,P0003,Play-Doh Bundle,Toys,West,104,57,71,56,27.99,10,Rainy,0,28.15,Spring
2023-03-27,S001,P0003,Play-Doh Bundle,Toys,West,123,61,74,58,27.99,0,Sunny,0,30.18,Spring
2023-03-28,S001,P0003,Play-Doh Bundle,Toys,West,239,67,78,71,27.99,5,Rainy,0,28.27,Spring
2023-03-29,S001,P0003,Play-Doh Bundle,Toys,West,206,55,49,55,27.99,5,Cloudy,0,29.41,Spring
2023-03-30,S001,P0003,Play-Doh Bundle,Toys,West,165,45,46,42,27.99,0,Rainy,0,27.55,Spring
2023-03-31,S001,P0003,Play-Doh Bundle,Toys,West,73,44,40,46,27.99,0,Rainy,0,30.18,Spring
2023-04-01,S001,P0003,Play-Doh Bundle,Toys,West,81,46,51,49,27.99,5,Sunny,0,26.82,Spring
2023-04-02,S001,P0003,Play-Doh Bundle,Toys,West,195,52,68,47,27.99,0,Rainy,0,29.8,Spring
2023-04-03,S001,P0003,Play-Doh Bundle,Toys,West,109,66,82,66,27.99,0,Sunny,0,30.25,Spring
2023-04-04,S001,P0003,Play-Doh Bundle,Toys,West,96,59,69,62,27.99,10,Cloudy,0,28.27,Spring
2023-04-05,S001,P0003,Play-Doh Bundle,Toys,West,189,59,50,55,27.99,20,Rainy,0,30.77,Spring
2023-04-06,S001,P0003,Play-Doh Bundle,Toys,West,85,49,61,44,27.99,0,Windy,0,25.57,Spring
2023-04-07,S001,P0003,Play-Doh Bundle,Toys,West,136,39,51,40,27.99,15,Windy,0,30.26,Spring
2023-04-08,S001,P0003,Play-Doh Bundle,Toys,West,89,41,54,42,27.99,0,Cloudy,0,30.2,Spring
2023-04-09,S001,P0003,Play-Doh Bundle,Toys,West,205,53,61,54,27.99,0,Sunny,0,27.32,Spring
2023-04-10,S001,P0003,Play-Doh Bundle,Toys,West,210,68,86,73,27.99,10,Windy,0,29.0,Spring
2023-04-11,S001,P0003,Play-Doh Bundle,Toys,West,125,64,87,69,27.99,0,Sunny,0,25.4,Spring
2023-04-12,S001,P0003,Play-Doh Bundle,Toys,West,169,50,62,45,27.99,0,Windy,0,28.6,Spring
2023-04-13,S001,P0003,Play-Doh Bundle,Toys,West,103,38,35,34,27.99,0,Rainy,0,30.29,Spring
2023-04-14,S001,P0003,Play-Doh Bundle,Toys,West,172,45,48,44,27.99,10,Sunny,0,27.2,Spring
2023-04-15,S001,P0003,Play-Doh Bundle,Toys,West,104,44,54,46,27.99,5,Sunny,0,26.55,Spring
2023-04-16,S001,P0003,Play-Doh Bundle,Toys,West,115,56,46,58,27.99,5,Windy,0,28.26,Spring
2023-04-17,S001,P0003,Play-Doh Bundle,Toys,West,94,55,76,60,27.99,10,Sunny,0,30.04,Spring
2023-04-18,S001,P0003,Play-Doh Bundle,Toys,West,207,62,82,65,27.99,0,Cloudy,0,29.74,Spring
2023-04-19,S001,P0003,Play-Doh Bundle,Toys,West,209,59,71,54,27.99,0,Sunny,0,29.51,Spring
2023-04-20,S001,P0003,Play-Doh Bundle,Toys,West,128,46,61,47,27.99,5,Sunny,0,27.41,Spring
2023-04-21,S001,P0003,Play-Doh Bundle,Toys,West,123,41,51,41,27.99,0,Rainy,0,29.26,Spring
2023-04-22,S001,P0003,Play-Doh Bundle,Toys,West,157,44,36,46,27.99,10,Rainy,0,28.07,Spring
2023-04-23,S001,P0003,Play-Doh Bundle,Toys,West,169,53,65,53,27.99,0,Rainy,0,26.87,Spring
2023-04-24,S001,P0003,Play-Doh Bundle,Toys,West,137,58,60,60,27.99,0,Windy,0,29.92,Spring
2023-04-25,S001,P0003,Play-Doh Bundle,Toys,West,121,63,64,58,27.99,10,Cloudy,0,26.58,Spring
2023-04-26,S001,P0003,Play-Doh Bundle,Toys,West,184,53,63,50,27.99,5,Rainy,0,27.05,Spring
2023-04-27,S001,P0003,Play-Doh Bundle,Toys,West,120,42,36,45,27.99,5,Windy,0,27.84,Spring
2023-04-28,S001,P0003,Play-Doh Bundle,Toys,West,114,47,46,44,27.99,0,Rainy,0,28.37,Spring
2023-04-29,S001,P0003,Play-Doh Bundle,Toys,West,152,41,55,38,27.99,0,Rainy,0,29.59,Spring
2023-04-30,S001,P0003,Play-Doh Bundle,Toys,West,175,48,39,45,27.99,20,Sunny,0,25.43,Spring
2023-05-01,S001,P0003,Play-Doh Bundle,Toys,West,165,56,62,56,27.99,10,Windy,0,28.56,Spring
2023-05-02,S001,P0003,Play-Doh Bundle,Toys,West,180,58,71,60,27.99,0,Cloudy,0,27.05,Spring
2023-05-03,S001,P0003,Play-Doh Bundle,Toys,West,171,52,45,48,27.99,10,Rainy,0,26.81,Spring
2023-05-04,S001,P0003,Play-Doh Bundle,Toys,West,84,45,40,44,27.99,0,Rainy,0,28.59,Spring
2023-05-05,S001,P0003,Play-Doh Bundle,Toys,West,131,40,38,38,27.99,0,Sunny,0,29.59,Spring
